[System]
-- specify system name
Name: f21

[Parameter]
-- general syntax is parameter_name : value1, value2, ...
Data_length (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
Reference_Type (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
File_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_length (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_data (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027, 1028, 1029, 1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1455, 1456, 1457, 1458, 1459, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 4091, 4092, 4093, 4094, 4095, 4096, 4097, 4098, 4099, 4100, 4101, 5000, 8187, 8188, 8189, 8190, 8191, 8192, 8193, 8194, 8195, 8196, 8197, 10000, 16379, 16380, 16381, 16382, 16383, 16384, 16385, 16386, 16387, 16388, 16389, 20000, 32763, 32764, 32765, 32766, 32767, 32768, 32769, 32770, 32771, 32772, 32773, 65533, 65534, 65535, 65536, 65537

[Relation]
-- this section is optional
-- general format Rx : (p1, p2, ..., pk, Strength)

[Constraint]
-- this section is also optional
Record_data!=2*Record_length
Record_data%2!=0

[Test Set]
-- set existing test set for extend mode. this is also optional
-- * represents don't-care value
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
8,15,17,8193,65533,129
9,2,31,9993,65534,129
18,3,32,9994,65535,129
19,64,33,9995,0,129
28,6,63,9996,1,129
29,8,64,9997,2,129
37,27,65,9998,3,129
7,29,127,9999,4,129
15,35,128,10000,5,129
16,36,129,10001,7,129
30,60,255,10002,8,129
31,255,256,10003,9,129
32,0,257,10004,15,129
254,16,511,16383,16,129
253,14,512,16384,17,129
27,68,513,16385,31,129
128,37,1023,32767,32,129
67,10,1024,32768,33,129
125,17,1025,32769,63,129
126,18,2047,65471,64,129
4,62,2048,65472,65,129
5,63,2049,65473,116,129
252,133,4095,65503,117,129
2,1,4096,65504,118,129
3,19,4097,65505,119,129
6,69,8191,65519,120,129
10,67,8192,65520,121,129
251,61,8193,65521,122,129
1,11,9993,65527,123,129
12,126,9994,65528,124,129
13,127,9995,65529,125,129
14,128,9996,65530,126,129
36,21,9997,65531,127,129
59,30,9998,65532,128,129
62,123,9999,65533,255,129
20,129,10000,65534,256,129
21,254,10001,65535,65503,129
64,13,10002,0,512,129
133,33,10003,1,513,129
61,7,10004,2,1023,129
34,8,16383,3,1024,129
60,131,16384,4,1025,129
63,59,16385,5,2047,129
68,65,32767,7,129,129
17,124,32768,8,4095,129
28,253,32769,9,4096,129
29,4,65471,15,4097,129
30,29,65472,16,8191,129
66,132,65473,17,8192,129
11,20,65503,31,8193,129
15,32,65504,32,16383,129
16,35,65505,33,16384,129
31,30,65519,63,16385,129
32,12,65520,64,32767,129
131,8,65521,65,32768,129
132,130,65527,127,32769,129
254,251,65528,128,65471,129
255,5,65529,129,65472,129
0,66,65530,255,65473,129
8,34,65531,256,2049,129
27,37,65532,257,65503,129
123,18,65533,511,65504,129
124,3,65534,512,65505,129
129,6,65535,513,257,129
7,14,0,1024,2048,131
33,28,1,1025,65520,131
9,31,2,2047,65521,131
35,10,3,2048,65527,131
253,11,4,2049,65528,131
19,29,5,4095,65529,131
128,255,7,4096,65530,131
69,5,8,4097,65531,131
130,15,9,8191,65532,131
67,35,15,8192,65533,131
18,36,16,8193,65534,131
29,125,17,9993,65535,131
127,60,31,9994,0,131
10,63,32,9995,1,131
11,9,33,9996,2,131
65,253,63,9997,3,131
251,12,64,9998,4,131
252,61,65,9999,5,131
3,68,127,10000,7,131
28,64,128,10001,8,131
32,252,129,10002,9,131
59,21,255,10003,15,131
60,27,256,10004,16,131
61,126,257,16383,17,131
62,3,511,16384,31,131
63,2,512,16385,32,131
64,17,513,32767,33,131
123,66,1023,32768,63,131
133,67,1024,32769,64,131
31,131,1025,65471,65,131
68,133,2047,65472,116,131
125,30,2048,65473,117,131
126,32,2049,65503,118,131
5,59,4095,65504,119,131
8,251,4096,65505,120,131
129,254,4097,65519,121,131
132,16,8191,65520,122,131
0,37,8192,65521,123,131
2,128,8193,65527,124,131
14,129,9993,65528,125,131
30,4,9994,65529,126,131
131,6,9995,65530,127,131
255,7,9996,65531,128,131
12,65,9997,65532,511,131
4,69,9998,65533,512,131
27,132,9999,65534,65519,131
34,123,10000,65535,513,131
37,130,10001,0,1023,131
6,19,10002,1,255,131
13,20,10003,2,1024,131
16,124,10004,3,1025,131
15,62,16383,4,2047,131
20,254,16384,5,2049,131
21,18,16385,7,4095,131
65,33,32767,8,4096,131
66,1,32768,9,4097,131
124,0,32769,15,8191,131
130,13,65471,16,8192,131
254,34,65472,17,129,131
17,61,65473,31,257,131
33,127,65503,32,16384,131
67,31,65504,33,16385,131
35,28,65505,63,32767,131
36,68,65519,64,32768,131
128,2,65520,65,32769,131
19,5,65521,127,65471,131
1,9,65527,128,65472,131
252,12,65528,129,65473,131
253,29,65529,255,65503,131
1,36,65530,256,65504,131
251,10,65531,257,65505,131
7,15,65532,511,65519,131
18,62,65533,512,65520,131
127,255,65534,513,16383,131
131,17,65535,1023,65521,131
132,60,0,1025,65527,133
133,13,1,2047,65528,133
251,64,2,2048,65529,133
252,65,3,2049,65530,133
254,67,4,4095,65531,133
12,68,5,4096,65532,133
13,8,7,4097,65533,133
14,69,8,8191,65534,133
69,130,9,8192,65535,133
123,131,15,8193,0,133
124,35,16,9993,1,133
125,36,17,9994,2,133
126,125,31,9995,3,133
9,251,32,9996,4,133
21,14,33,9997,5,133
27,33,63,9998,7,133
34,253,64,9999,8,133
130,31,65,10000,9,133
31,4,127,10001,15,133
65,63,128,10002,16,133
66,15,129,10003,17,133
67,28,255,10004,31,133
68,29,256,16383,32,133
11,30,257,16384,33,133
19,128,511,16385,63,133
60,129,512,32767,64,133
61,254,513,32768,65,133
62,124,1023,32769,116,133
63,16,1024,65471,117,133
128,34,1025,65472,118,133
129,0,2047,65473,119,133
3,7,2048,65503,120,133
6,37,2049,65504,121,133
30,126,4095,65505,122,133
32,6,4096,65519,123,133
33,9,4097,65520,124,133
37,255,8191,65521,125,133
59,127,8192,65527,126,133
5,18,8193,65528,127,133
17,3,9993,65529,128,133
18,252,9994,65530,129,133
35,32,9995,65531,255,133
36,123,9996,65532,256,133
15,27,9997,65533,2048,133
253,66,9998,65534,511,133
64,11,9999,65535,8193,133
255,20,10000,0,16383,133
8,17,10001,1,65472,133
20,1,10002,2,65473,133
29,2,10003,3,65503,133
2,61,10004,4,65504,133
4,132,16383,5,65505,133
7,12,16384,7,65519,133
0,59,16385,8,65520,133
16,60,32767,9,65521,133
28,10,32768,15,257,133
1,21,32769,16,4095,133
10,125,65471,17,4096,133
127,133,65472,31,4097,133
131,14,65473,32,8191,133
253,64,65503,33,8192,133
254,4,65504,63,32768,133
69,19,65505,64,32769,133
123,31,65519,65,65471,133
127,62,65520,127,1024,133
128,1,65521,128,1025,133
129,3,65527,129,2047,133
13,5,65528,255,16384,133
14,12,65529,256,16385,133
19,13,65530,257,513,133
20,14,65531,511,1023,133
36,61,65532,512,2049,133
65,7,65533,513,32767,133
68,251,65534,1023,65527,133
251,18,65535,1024,512,133
6,254,0,2047,8193,243
7,33,1,2048,65530,243
12,60,2,2049,65531,243
34,64,3,4095,65532,243
35,127,4,4096,65533,243
60,130,5,4097,65534,243
61,131,7,8191,65535,243
124,20,8,8192,0,243
125,124,9,8193,1,243
126,253,15,9993,2,243
0,6,16,9994,3,243
11,68,17,9995,4,243
27,123,31,9996,5,243
28,255,32,9997,7,243
255,16,33,9998,8,243
2,35,63,9999,9,243
16,66,64,10000,15,243
9,19,65,10001,16,243
10,21,127,10002,17,243
37,125,128,10003,31,243
29,62,129,10004,32,243
33,69,255,16383,33,243
69,126,256,16384,63,243
15,30,257,16385,64,243
67,32,511,32767,65,243
21,67,512,32768,116,243
30,129,513,32769,117,243
36,252,1023,65471,118,243
253,2,1024,65472,119,243
4,11,1025,65473,120,243
5,15,2047,65503,121,243
32,31,2048,65504,122,243
62,12,2049,65505,123,243
63,27,4095,65519,124,243
64,37,4096,65520,125,243
252,1,4097,65521,126,243
130,14,8191,65527,127,243
3,59,8192,65528,128,243
132,63,8193,65529,129,243
133,61,9993,65530,255,243
251,0,9994,65531,256,243
254,28,9995,65532,65528,243
17,34,9996,65533,65529,243
18,65,9997,65534,257,243
19,4,9998,65535,2048,243
128,7,9999,0,2049,243
31,10,10000,1,511,243
65,133,10001,2,512,243
59,36,10002,3,513,243
66,132,10003,4,1023,243
68,128,10004,5,4095,243
8,2,16383,7,4096,243
129,8,16384,8,4097,243
123,13,16385,9,8191,243
13,9,32767,15,8192,243
9,28,32768,16,16383,243
14,29,32769,17,16384,243
1,0,65471,31,16385,243
9,15,65472,32,32767,243
12,28,65473,33,32768,243
20,36,65503,63,32769,243
28,254,65504,64,65471,243
33,10,65505,65,65472,243
59,11,65519,127,65473,243
60,17,65520,128,65503,243
61,13,65521,129,65504,243
127,18,65527,255,65505,243
131,129,65528,256,65519,243
30,3,65529,257,65520,243
31,132,65530,511,65521,243
32,5,65531,512,65527,243
67,30,65532,513,65528,243
130,33,65533,1023,65529,243
6,20,65534,1024,65530,243
8,35,65535,1025,65531,243
15,9,0,2048,65532,245
16,64,1,2049,65533,245
17,65,2,4095,65534,245
126,16,3,4096,65535,245
4,18,4,4097,0,245
5,128,5,8191,1,245
21,66,7,8192,2,245
27,19,8,8193,3,245
66,252,9,9993,4,245
69,4,15,9994,5,245
125,253,16,9995,7,245
3,10,17,9996,8,245
132,37,31,9997,9,245
133,132,32,9998,15,245
251,133,33,9999,16,245
252,129,63,10000,17,245
0,127,64,10001,31,245
7,68,65,10002,32,245
18,124,127,10003,33,245
35,59,128,10004,63,245
63,32,129,16383,64,245
64,6,255,16384,65,245
10,8,256,16385,116,245
253,20,257,32767,117,245
12,21,511,32768,118,245
37,35,512,32769,119,245
59,63,513,65471,120,245
65,69,1023,65472,121,245
124,130,1024,65473,122,245
131,36,1025,65503,123,245
20,125,2047,65504,124,245
34,60,2048,65505,125,245
29,131,2049,65519,126,245
11,67,4095,65520,127,245
67,126,4096,65521,128,245
255,254,4097,65527,129,245
9,27,8191,65528,255,245
1,34,8192,65529,256,245
8,123,8193,65530,511,245
62,255,9993,65531,1024,245
2,15,9994,65532,1025,245
14,61,9995,65533,2047,245
60,127,9996,65534,2048,245
61,17,9997,65535,2049,245
13,62,9998,0,4095,245
32,63,9999,1,4096,245
68,64,10000,2,4097,245
129,31,10001,3,8193,245
31,251,10002,4,16383,245
128,0,10003,5,16384,245
19,3,10004,7,32768,245
123,14,16383,8,32769,245
130,2,16384,9,65471,245
254,33,16385,15,65472,245
5,34,32767,16,65473,245
33,65,32768,17,65503,245
30,1,32769,31,65504,245
6,28,65471,32,65505,245
17,30,65472,33,65519,245
36,60,65473,63,65520,245
37,124,65503,64,65521,245
252,29,65504,65,65527,245
21,68,65505,127,65528,245
27,6,65519,128,65529,245
28,7,65520,129,65530,245
34,11,65521,255,65531,245
35,126,65527,256,1023,245
69,128,65528,257,1024,245
0,13,65529,511,2047,245
29,253,65530,512,2048,245
63,5,65531,513,8191,245
64,18,65532,1023,8192,245
127,27,65533,1024,16385,245
133,37,65534,1025,32767,245
125,131,65535,2047,65532,245
126,123,0,2049,65534,247
130,1,1,4095,65535,247
62,5,2,4096,0,247
18,21,3,4097,1,247
66,33,4,8191,2,247
10,4,5,8192,3,247
132,9,7,8193,4,247
3,30,8,9993,5,247
15,59,9,9994,7,247
124,129,15,9995,8,247
4,254,16,9996,9,247
5,133,17,9997,15,247
6,0,31,9998,16,247
59,13,32,9999,17,247
7,16,33,10000,31,247
12,18,63,10001,32,247
255,36,64,10002,33,247
11,61,65,10003,63,247
2,132,127,10004,64,247
16,127,128,16383,65,247
17,29,129,16384,116,247
68,125,255,16385,117,247
123,67,256,32767,118,247
254,32,257,32768,119,247
33,34,511,32769,120,247
251,6,512,65471,121,247
0,252,513,65472,122,247
8,7,1023,65473,123,247
9,8,1024,65503,124,247
29,130,1025,65504,125,247
31,66,2047,65505,126,247
69,10,2048,65519,127,247
128,251,2049,65520,128,247
129,253,4095,65521,129,247
21,64,4096,65527,255,247
27,69,4097,65528,256,247
252,37,8191,65529,257,247
13,63,8192,65530,512,247
20,65,8193,65531,513,247
37,126,9993,65532,8193,247
60,255,9994,65533,65533,247
61,12,9995,65534,1025,247
125,14,9996,65535,511,247
35,15,9997,0,1024,247
64,19,9998,1,2047,247
131,27,9999,2,2048,247
19,60,10000,3,2049,247
67,2,10001,4,4095,247
127,32,10002,5,4096,247
1,69,10003,7,4097,247
28,68,10004,8,8191,247
36,128,16383,9,8192,247
65,17,16384,15,16383,247
32,62,16385,16,16384,247
34,124,32767,17,16385,247
63,131,32768,31,32767,247
253,31,32769,32,32768,247
18,133,65471,33,32769,247
133,9,65472,63,65471,247
14,11,65473,64,65472,247
15,28,65503,65,65473,247
16,35,65504,127,65503,247
17,67,65505,128,65504,247
126,19,65519,129,65505,247
132,59,65520,255,65519,247
30,125,65521,256,65520,247
32,27,65527,257,65521,247
2,20,65528,511,65527,247
3,16,65529,512,65528,247
62,251,65530,513,65529,247
125,8,65531,1023,65530,247
126,0,65532,1024,65531,247
66,20,65533,1025,65532,247
131,3,65534,2047,65533,247
11,34,65535,2048,65534,247
13,133,0,4095,0,249
14,66,1,4096,1,249
7,125,2,4097,2,249
8,127,3,8191,3,249
65,128,4,8192,4,249
66,8,5,8193,5,249
68,129,7,9993,7,249
130,12,8,9994,8,249
0,132,9,9995,9,249
1,30,15,9996,15,249
15,124,16,9997,16,249
16,28,17,9998,17,249
17,255,31,9999,31,249
60,9,32,10000,32,249
4,131,33,10001,33,249
5,27,63,10002,63,249
6,31,64,10003,64,249
36,33,65,10004,65,249
37,10,127,16383,116,249
132,61,128,16384,117,249
133,130,129,16385,118,249
124,253,255,32767,119,249
252,59,256,32768,120,249
18,251,257,32769,121,249
21,3,511,65471,122,249
255,21,512,65472,123,249
28,37,513,65473,124,249
30,13,1023,65503,125,249
3,15,1024,65504,126,249
67,252,1025,65505,127,249
12,62,2047,65519,128,249
62,1,2048,65520,129,249
63,4,2049,65521,255,249
253,16,4095,65527,256,249
29,63,4096,65528,257,249
10,64,4097,65529,511,249
31,67,8191,65530,1023,249
254,68,8192,65531,8193,249
19,7,8193,65532,512,249
69,29,9993,65533,513,249
129,11,9994,65534,1024,249
9,126,9995,65535,65535,249
20,254,9996,0,1025,249
59,35,9997,1,8191,249
123,6,9998,2,8192,249
61,69,9999,3,16384,249
64,2,10000,4,16385,249
251,36,10001,5,32767,249
2,123,10002,7,65471,249
125,60,10003,8,65472,249
128,5,10004,9,65473,249
10,19,16383,15,65503,249
11,20,16384,16,65504,249
35,0,16385,17,65505,249
32,66,32767,31,65519,249
126,255,32768,32,65520,249
127,19,32769,33,65521,249
27,21,65471,63,65527,249
29,32,65472,64,65528,249
33,12,65473,65,65529,249
34,14,65503,127,65530,249
35,65,65504,128,65531,249
124,17,65505,129,65532,249
255,34,65519,255,65533,249
2,254,65520,256,65534,249
3,36,65521,257,4095,249
4,16,65527,511,4096,249
5,123,65528,512,4097,249
6,132,65529,513,2049,249
8,252,65530,1023,2047,249
9,2,65531,1024,2048,249
30,11,65532,1025,16383,249
31,21,65533,2047,32768,249
37,18,65534,2048,32769,249
59,4,65535,2049,65535,249
64,29,0,4096,2,251
124,14,1,4097,3,251
128,63,2,8191,4,251
16,68,3,8192,5,251
36,69,4,8193,7,251
67,131,5,9993,8,251
123,20,7,9994,9,251
131,254,8,9995,15,251
132,12,9,9996,16,251
133,59,15,9997,17,251
60,1,16,9998,31,251
129,17,17,9999,32,251
28,251,31,10000,33,251
68,255,32,10001,63,251
254,253,33,10002,64,251
255,60,63,10003,65,251
7,3,64,10004,116,251
21,5,65,16383,117,251
27,7,127,16384,118,251
31,123,128,16385,119,251
69,124,129,32767,120,251
19,252,255,32768,121,251
20,6,256,32769,122,251
127,8,257,65471,123,251
252,35,511,65472,124,251
3,128,512,65473,125,251
66,30,513,65503,126,251
130,32,1023,65504,127,251
0,61,1024,65505,128,251
33,129,1025,65519,129,251
34,130,2047,65520,255,251
61,11,2048,65521,256,251
4,9,2049,65527,257,251
18,15,4095,65528,511,251
12,31,4096,65529,512,251
17,126,4097,65530,513,251
253,36,8191,65531,1025,251
10,62,8192,65532,2047,251
30,2,8193,65533,1023,251
65,64,9993,65534,2049,251
62,18,9994,65535,1,251
63,37,9995,0,8193,251
2,28,9996,1,0,251
37,67,9997,2,4096,251
11,10,9998,3,4097,251
14,66,9999,4,8191,251
29,67,10000,5,8192,251
9,133,10001,7,16384,251
15,34,10002,8,65504,251
13,65,10003,9,65505,251
251,34,10004,15,65519,251
59,127,16383,16,65520,251
1,33,16384,17,65521,251
8,64,16385,31,65527,251
61,132,32767,32,65528,251
32,13,32768,33,65529,251
126,61,32769,63,65530,251
129,27,65471,64,65531,251
35,33,65472,65,65532,251
68,21,65473,127,65533,251
69,30,65503,128,65534,251
123,37,65504,129,65535,251
125,252,65505,255,16383,251
10,16,65519,256,32767,251
11,19,65520,257,32768,251
252,4,65521,511,32769,251
6,59,65527,512,65473,251
14,125,65528,513,65503,251
27,0,65529,1023,0,251
132,8,65530,1024,4095,251
7,10,65531,1025,16385,251
16,130,65532,2047,65471,251
19,0,65533,2048,1024,251
21,9,65534,2049,8193,251
60,14,65535,4095,65472,251
65,126,0,4097,7,253
254,3,1,8191,8,253
255,9,2,8192,9,253
0,2,3,8193,15,253
1,66,4,9993,16,253
13,34,5,9994,17,253
34,5,7,9995,31,253
15,128,8,9996,32,253
16,133,9,9997,33,253
62,7,15,9998,63,253
5,10,16,9999,64,253
133,27,17,10000,65,253
20,32,31,10001,116,253
33,11,32,10002,117,253
253,30,33,10003,118,253
128,252,63,10004,119,253
12,254,64,16383,120,253
14,123,65,16384,121,253
59,1,127,16385,122,253
6,16,128,32767,123,253
60,19,129,32768,124,253
130,4,255,32769,125,253
131,61,256,65471,126,253
64,62,257,65472,127,253
36,12,511,65473,128,253
124,59,512,65503,129,253
127,63,513,65504,255,253
9,65,1023,65505,256,253
30,125,1024,65519,257,253
123,251,1025,65520,511,253
132,131,2047,65521,512,253
7,17,2048,65527,513,253
251,35,2049,65528,1023,253
31,127,4095,65529,2,253
67,21,4096,65530,3,253
68,132,4097,65531,4,253
4,130,8191,65532,5,253
32,253,8192,65533,1024,253
11,29,8193,65534,4095,253
3,69,9993,65535,4096,253
66,255,9994,0,2048,253
37,15,9995,1,2049,253
126,8,9996,2,16383,253
63,28,9997,3,1,253
252,67,9998,4,32768,253
18,68,9999,5,32769,253
28,14,10000,7,1025,253
29,6,10001,8,2047,253
35,18,10002,9,65519,253
8,31,10003,15,65520,253
20,60,10004,16,65521,253
21,124,16383,17,65527,253
27,36,16384,31,65528,253
69,129,16385,32,65529,253
125,37,32767,33,65530,253
10,69,32768,63,65531,253
17,13,32769,64,65532,253
19,33,65471,65,65533,253
61,0,65472,127,65534,253
129,64,65473,128,65535,253
130,65,65503,129,0,253
7,66,65504,255,8193,253
15,123,65505,256,65471,253
124,18,65519,257,65472,253
255,126,65520,511,65505,253
0,20,65521,512,65503,253
5,124,65527,513,65504,253
33,126,65528,1023,1,253
34,129,65529,1024,8191,253
63,130,65530,1025,8192,253
64,251,65531,2047,16384,253
65,6,65532,2048,16385,253
131,253,65533,2049,4097,253
12,6,65534,4095,5,253
13,2,65535,4096,65473,253
133,12,0,8191,9,255
251,17,1,8192,15,255
2,59,2,8193,16,255
28,5,3,9993,17,255
29,10,4,9994,31,255
1,31,5,9995,32,255
6,127,7,9996,33,255
4,65,8,9997,63,255
18,125,9,9998,64,255
127,15,15,9999,65,255
132,255,16,10000,116,255
17,35,17,10001,117,255
62,16,31,10002,118,255
63,133,32,10003,119,255
64,1,33,10004,120,255
15,29,63,16383,121,255
66,19,64,16384,122,255
33,128,65,16385,123,255
34,0,127,32767,124,255
36,6,128,32768,125,255
67,64,129,32769,126,255
123,130,255,65471,127,255
124,9,256,65472,128,255
7,60,257,65473,129,255
128,254,511,65503,255,255
10,33,512,65504,256,255
254,21,513,65505,257,255
255,67,1023,65519,511,255
16,131,1024,65520,512,255
11,69,1025,65521,513,255
32,68,2047,65527,1023,255
59,3,2048,65528,1024,255
14,132,2049,65529,1025,255
27,32,4095,65530,2047,255
31,125,4096,65531,2048,255
0,129,4097,65532,2049,255
8,62,8191,65533,32767,255
9,123,8192,65534,3,255
13,124,8193,65535,4,255
129,63,9993,0,8,255
253,7,9994,1,4095,255
19,252,9995,2,8191,255
20,4,9996,3,2,255
30,8,9997,4,8193,255
130,29,9998,5,16383,255
37,36,9999,7,65472,255
69,12,10000,8,7,255
125,68,10001,9,65520,255
68,14,10002,15,65521,255
252,15,10003,16,65527,255
3,126,10004,17,65528,255
5,253,16383,31,65529,255
12,34,16384,32,65530,255
60,128,16385,33,65531,255
61,18,32767,63,65532,255
62,30,32768,64,65533,255
65,20,32769,65,65534,255
66,28,65471,127,65535,255
131,11,65472,128,0,255
4,13,65473,129,1,255
67,17,65503,255,5,255
126,251,65504,256,65473,255
254,1,65505,257,65519,255
35,61,65519,511,65503,255
251,66,65520,512,65504,255
18,123,65521,513,65505,255
253,37,65527,1023,2,255
21,61,65528,1024,3,255
128,14,65529,1025,4096,255
28,27,65530,2047,4097,255
68,60,65531,2048,8192,255
133,255,65532,2049,16384,255
251,15,65533,4095,16385,255
9,17,65534,4096,32768,255
36,19,65535,4097,65471,255
37,3,0,8192,16,257
69,252,1,8193,17,257
123,34,2,9993,31,257
124,132,3,9994,32,257
133,32,4,9995,33,257
0,18,5,9996,63,257
1,13,7,9997,64,257
13,251,8,9998,65,257
14,7,9,9999,116,257
64,127,15,10000,117,257
6,129,16,10001,118,257
28,130,17,10002,119,257
60,126,31,10003,120,257
130,5,32,10004,121,257
8,124,33,16383,122,257
61,125,63,16384,123,257
127,131,64,16385,124,257
2,9,65,32767,125,257
5,63,127,32768,126,257
66,31,128,32769,127,257
4,133,129,65471,128,257
21,4,255,65472,129,257
27,5,256,65473,255,257
35,10,257,65503,256,257
125,69,511,65504,257,257
126,62,512,65505,511,257
131,64,513,65519,512,257
252,66,1023,65520,513,257
12,20,1024,65521,1023,257
254,37,1025,65527,7,257
11,128,2047,65528,8,257
33,123,2048,65529,9,257
132,31,2049,65530,15,257
3,35,4095,65531,2049,257
7,59,4096,65532,32767,257
16,12,4097,65533,32768,257
17,28,8191,65534,32769,257
18,30,8192,65535,65471,257
19,131,8193,0,65472,257
255,16,9993,1,65473,257
36,21,9994,2,65503,257
65,27,9995,3,65504,257
253,29,9996,4,65505,257
10,255,9997,5,4,257
32,8,9998,7,5,257
63,1,9999,8,65521,257
59,6,10000,9,2048,257
62,59,10001,15,65528,257
34,68,10002,16,65529,257
31,2,10003,17,65530,257
33,14,10004,31,65531,257
128,21,16383,32,1025,257
30,60,16384,33,65533,257
129,65,16385,63,65534,257
20,67,32767,64,65535,257
29,254,32768,65,0,257
64,132,32769,127,1,257
67,63,65471,128,2,257
68,35,65472,129,3,257
133,36,65473,255,4096,257
0,253,65503,256,4097,257
1,17,65504,257,8191,257
8,11,65505,511,8192,257
15,131,65519,512,8193,257
19,32,65520,513,65520,257
28,60,65521,1023,16384,257
59,7,65527,1024,65519,257
127,33,65528,1025,4,257
61,62,65529,2047,65527,257
67,15,65530,2048,16383,257
2,16,65531,2049,65532,257
5,254,65532,4095,8,257
6,1,65533,4096,9,257
10,11,65534,4097,16385,257
2,252,65535,8191,32769,257
255,4,0,8193,32,259
253,8,1,9993,63,259
30,62,2,9994,64,259
37,133,3,9995,65,259
125,15,4,9996,116,259
126,31,5,9997,117,259
127,36,7,9998,118,259
131,65,8,9999,119,259
20,17,9,10000,120,259
21,20,15,10001,121,259
27,67,16,10002,122,259
65,1,17,10003,123,259
66,21,31,10004,124,259
128,19,32,16383,125,259
129,28,33,16384,126,259
254,3,63,16385,127,259
13,130,64,32767,128,259
14,9,65,32768,129,259
15,60,127,32769,255,259
62,66,128,65471,256,259
1,12,129,65472,257,259
34,13,255,65473,511,259
6,35,256,65503,512,259
36,253,257,65504,513,259
132,127,511,65505,1023,259
68,130,512,65519,1024,259
69,251,513,65520,1025,259
123,5,1023,65521,2047,259
124,29,1024,65527,2048,259
130,255,1025,65528,16,259
251,2,2047,65529,17,259
16,33,2048,65530,31,259
33,61,2049,65531,4095,259
9,128,4095,65532,33,259
18,127,4096,65533,4097,259
4,63,4097,65534,8191,259
2,6,8191,65535,8192,259
7,124,8192,0,32767,259
63,125,8193,1,32768,259
29,32,9993,2,32769,259
8,37,9994,3,65471,259
3,11,9995,4,15,259
32,64,9996,5,16385,259
252,7,9997,7,65503,259
12,129,9998,8,65505,259
31,252,9999,9,7,259
60,254,10000,15,8,259
17,33,10001,16,9,259
28,69,10002,17,65531,259
35,123,10003,31,65532,259
64,10,10004,32,65533,259
3,27,16383,33,65534,259
19,133,16384,63,65535,259
61,34,16385,64,0,259
